,leading_space_count,table_index,synonym_index,modifies_line,line,synonym_name,affix_type,affix
91661,5,1717,0,-1,     RECORD               SDDLD540-MAPWORK                         VER     1 D  PREFIX W150-,SDDLD540-MAPWORK,PREFIX,W150-
91749,5,1718,0,-1,     RECORD               SDDLD540-MAPWORK                         VER     6 D,SDDLD540-MAPWORK,,
91754,5,1719,0,-1,     RECORD               SDDLD540-MAPWORK2                        VER     1 D  PREFIX W262-,SDDLD540-MAPWORK2,PREFIX,W262-
91767,5,1720,0,-1,     RECORD               SDDLD540-MAPWORK3                        VER     1 D  PREFIX W263-,SDDLD540-MAPWORK3,PREFIX,W263-
91782,5,1721,0,-1,     RECORD               SDDLD560-MAPDAVE                         VER     1 D  PREFIX DAVE-,SDDLD560-MAPDAVE,PREFIX,DAVE-
91835,5,1722,0,-1,     RECORD               SDDLD560-MAPWORK                         VER     1 D  PREFIX W184-,SDDLD560-MAPWORK,PREFIX,W184-
91894,5,1723,0,-1,     RECORD               SDDLD560-MAPWORK                         VER     3 D  PREFIX W184-,SDDLD560-MAPWORK,PREFIX,W184-
91940,5,1724,0,-1,     RECORD               SDDLD560-MAPWORK                         VER     4 D  PREFIX W184-,SDDLD560-MAPWORK,PREFIX,W184-
91994,5,1725,0,-1,     RECORD               SDDLD560-MAPWORK                         VER     9 D  PREFIX W184-,SDDLD560-MAPWORK,PREFIX,W184-
92038,5,1726,0,-1,     RECORD               SDDLD561-MAPWORK                         VER     1 D  PREFIX W561-,SDDLD561-MAPWORK,PREFIX,W561-
92074,5,1727,0,-1,     RECORD               SDDLD601-WORK-RCRD                       VER     1 D  PREFIX W097-,SDDLD601-WORK-RCRD,PREFIX,W097-
92128,5,1728,0,-1,     RECORD               SDDLD601-WORK-RCRD                       VER     6 D  PREFIX W097-,SDDLD601-WORK-RCRD,PREFIX,W097-
92184,5,1729,0,-1,     RECORD               SDDLD700-MAP-RCRD                        VER     1 D  PREFIX W070-,SDDLD700-MAP-RCRD,PREFIX,W070-
92197,5,1730,0,-1,     RECORD               SDDLD700-MAP-WORK                        VER     1 D  PREFIX W701-,SDDLD700-MAP-WORK,PREFIX,W701-
92207,5,1731,0,-1,     RECORD               SDDLD700-WORK-RCRD                       VER     1 D  PREFIX W700-,SDDLD700-WORK-RCRD,PREFIX,W700-
92278,5,1732,0,-1,     RECORD               SDLDD291-MAPWORK                         VER     1 D  PREFIX W074-,SDLDD291-MAPWORK,PREFIX,W074-
92327,5,1733,0,-1,     RECORD               SDMCBIS8-MAP-RCRD                        VER     1 D  PREFIX WK08-,SDMCBIS8-MAP-RCRD,PREFIX,WK08-
92346,5,1734,0,-1,     RECORD               SDMDD012-MY-RCRD                         VER     1 D,SDMDD012-MY-RCRD,,
92355,5,1735,0,-1,     RECORD               SDMDD330-QWORK-RCRD                      VER     1 D  PREFIX QR-,SDMDD330-QWORK-RCRD,PREFIX,QR-
92373,5,1736,0,-1,     RECORD               SDMLH001-MAP-RCRD                        VER     1 D  PREFIX W001-,SDMLH001-MAP-RCRD,PREFIX,W001-
92408,5,1737,0,-1,     RECORD               SDMMB001-MAP-RCRD                        VER     1 D  PREFIX MGB-,SDMMB001-MAP-RCRD,PREFIX,MGB-
92426,5,1738,0,-1,     RECORD               SDMPP001-MAP-RCRD                        VER     1 D  PREFIX WK01-,SDMPP001-MAP-RCRD,PREFIX,WK01-
92449,5,1739,0,-1,     RECORD               SDM1F540-MAP-WORK                        VER     1 D  PREFIX W540-,SDM1F540-MAP-WORK,PREFIX,W540-
92485,5,1740,0,-1,     RECORD               SDM1X560-MAP-WORK                        VER     1 D  PREFIX W560-,SDM1X560-MAP-WORK,PREFIX,W560-
92512,5,1741,0,-1,     RECORD               SDM4T141-MAPWORK-RCRD                    VER     4 D  PREFIX M141-,SDM4T141-MAPWORK-RCRD,PREFIX,M141-
92685,5,1742,0,-1,     RECORD               SDM5H475-MAP-RCRD                        VER     1 D  PREFIX W475-,SDM5H475-MAP-RCRD,PREFIX,W475-
92705,5,1743,0,-1,     RECORD               SEBMAP-MAP-REC                           VER     1 D,SEBMAP-MAP-REC,,
92717,5,1744,0,-1,     RECORD               SEDLD216-MAPWORK                         VER     1 D  PREFIX W216-,SEDLD216-MAPWORK,PREFIX,W216-
92770,5,1745,0,-1,     RECORD               SEDLD216-MAPWORK                         VER     8 D,SEDLD216-MAPWORK,,
92808,5,1746,0,-1,     RECORD               SEDLD216-WORK-RCRD                       VER     1 D  PREFIX WK01-,SEDLD216-WORK-RCRD,PREFIX,WK01-
92861,5,1747,0,-1,     RECORD               SEDLD217-MAPWORK                         VER     1 D  PREFIX W217-,SEDLD217-MAPWORK,PREFIX,W217-
92909,5,1748,0,-1,     RECORD               SEDLD217-SORT-RCRD                       VER     1 D  PREFIX SR01-,SEDLD217-SORT-RCRD,PREFIX,SR01-
92936,5,1749,0,-1,     RECORD               SEDLD217-WORK-RCRD                       VER     1 D  PREFIX WK02-,SEDLD217-WORK-RCRD,PREFIX,WK02-
93035,5,1750,0,-1,     RECORD               SEDLD218-WORK-RCRD                       VER     1 D  PREFIX W218-,SEDLD218-WORK-RCRD,PREFIX,W218-
93073,5,1751,0,-1,     RECORD               SEDLD218-WORK1-RCRD                      VER     1 D  PREFIX X217-,SEDLD218-WORK1-RCRD,PREFIX,X217-
93103,5,1752,0,-1,     RECORD               SEDLD218-WORK2-RCRD                      VER     1 D  PREFIX X218-,SEDLD218-WORK2-RCRD,PREFIX,X218-
93135,5,1753,0,-1,     RECORD               SEDLD219-WORK1-RCRD                      VER     1 D  PREFIX W219-,SEDLD219-WORK1-RCRD,PREFIX,W219-
93234,5,1754,0,-1,     RECORD               SEDLD219-WORK2-RCRD                      VER     1 D  PREFIX WK03-,SEDLD219-WORK2-RCRD,PREFIX,WK03-
93259,5,1755,0,-1,     RECORD               SEDLD220-MAPWORK                         VER     1 D  PREFIX W220-,SEDLD220-MAPWORK,PREFIX,W220-
93283,5,1756,0,-1,     RECORD               SEDLD220-WORK-RCRD                       VER     1 D  PREFIX WK04-,SEDLD220-WORK-RCRD,PREFIX,WK04-
93328,5,1757,0,-1,     RECORD               SEDLD221-MAPWORK                         VER     1 D  PREFIX W221-,SEDLD221-MAPWORK,PREFIX,W221-
93356,5,1758,0,-1,     RECORD               SEDLD221-WORK-RCRD                       VER     1 D  PREFIX WK05-,SEDLD221-WORK-RCRD,PREFIX,WK05-
93397,5,1759,0,-1,     RECORD               SEQ-AUDITBLK                             VER     1 D  PREFIX W072-,SEQ-AUDITBLK,PREFIX,W072-
93486,5,1760,0,-1,     RECORD               SEQNC-OVRRD-RCRD                         VER     1 D  PREFIX W201-,SEQNC-OVRRD-RCRD,PREFIX,W201-
93500,5,1761,0,-1,     RECORD               SERV-SCTIVITY-TRNSCTN-RCRD               VER     1 D,SERV-SCTIVITY-TRNSCTN-RCRD,,
93505,5,1762,0,-1,     RECORD               SERVACT                                  VER     1 D  PREFIX D224-,SERVACT,PREFIX,D224-
93535,5,1763,0,-1,     RECORD               SERVACT                                  VER     2 D  PREFIX D224-,SERVACT,PREFIX,D224-
93574,5,1764,0,-1,     RECORD               SERVACT                                  VER     3 S  PREFIX D224-,SERVACT,PREFIX,D224-
93615,5,1765,0,-1,     RECORD               SET-CTL-R                                VER     1 D,SET-CTL-R,,
93621,5,1765,1,-1,     RECORD SYNONYM       SET-CTL                                  VER     1 D  PREFIX N084-,SET-CTL,PREFIX,N084-
93631,5,1766,0,-1,     RECORD               SFDLD101-MAPWORK                         VER     1 D  PREFIX W149-,SFDLD101-MAPWORK,PREFIX,W149-
93648,5,1767,0,-1,     RECORD               SFDLD101-MAPWORK                         VER    13 D  PREFIX W149-,SFDLD101-MAPWORK,PREFIX,W149-
93661,5,1768,0,-1,     RECORD               SFDLD111-MAPWORK                         VER     1 D  PREFIX W154-,SFDLD111-MAPWORK,PREFIX,W154-
93680,5,1769,0,-1,     RECORD               SFDLD112-WORK-RCRD                       VER     1 D  PREFIX W112-,SFDLD112-WORK-RCRD,PREFIX,W112-
93764,5,1770,0,-1,     RECORD               SFDLD601-WORK-RCRD                       VER     1 D  PREFIX W096-,SFDLD601-WORK-RCRD,PREFIX,W096-
93801,5,1771,0,-1,     RECORD               SFMLD134-MAP-RCRD                        VER     1 D  PREFIX W077-,SFMLD134-MAP-RCRD,PREFIX,W077-
93872,5,1772,0,-1,     RECORD               SFMLD135-MAP-RECORD                      VER     1 D  PREFIX M135-,SFMLD135-MAP-RECORD,PREFIX,M135-
93913,5,1773,0,-1,     RECORD               SFMLD135-MAP-RECORD                      VER    13 D  PREFIX W135-,SFMLD135-MAP-RECORD,PREFIX,W135-
93948,5,1774,0,-1,     RECORD               SGCLD112                                 VER     1 D,SGCLD112,,
93956,5,1775,0,-1,     RECORD               SGDLD100-WORK-RCRD                       VER     1 D  PREFIX W100-,SGDLD100-WORK-RCRD,PREFIX,W100-
93992,5,1776,0,-1,     RECORD               SGDLD100-WORK-RCRD                       VER     5 D  PREFIX W100-,SGDLD100-WORK-RCRD,PREFIX,W100-
94022,5,1777,0,-1,     RECORD               SGDLD100-WORK-RCRD-2                     VER     1 D  PREFIX W102-,SGDLD100-WORK-RCRD-2,PREFIX,W102-
94037,5,1778,0,-1,     RECORD               SGDLD100-WORK-RCRD-2                     VER     5 D  PREFIX W102-,SGDLD100-WORK-RCRD-2,PREFIX,W102-
94051,5,1779,0,-1,     RECORD               SGDLD101-MAPWORK                         VER     1 D  PREFIX W052-,SGDLD101-MAPWORK,PREFIX,W052-
94116,5,1780,0,-1,     RECORD               SGDLD101-WORKAREA                        VER     1 D  PREFIX W084-,SGDLD101-WORKAREA,PREFIX,W084-
94141,5,1781,0,-1,     RECORD               SGDLD101-WORKAREA                        VER   255 D  PREFIX W084-,SGDLD101-WORKAREA,PREFIX,W084-
94160,5,1782,0,-1,     RECORD               SGDLD101-WORKAREA-1                      VER     4 D,SGDLD101-WORKAREA-1,,
94167,5,1783,0,-1,     RECORD               SGDLD131-MAPWORK                         VER     1 D  PREFIX W080-,SGDLD131-MAPWORK,PREFIX,W080-
94221,5,1784,0,-1,     RECORD               SGDLD141-MAP-RCRD                        VER     1 D  PREFIX W016-,SGDLD141-MAP-RCRD,PREFIX,W016-
94308,5,1785,0,-1,     RECORD               SGDLD141-MAPWORK                         VER     1 D  PREFIX W007-,SGDLD141-MAPWORK,PREFIX,W007-
94324,5,1786,0,-1,     RECORD               SGDLD141-WORK-AREA                       VER     1 D  PREFIX W107-,SGDLD141-WORK-AREA,PREFIX,W107-
94362,5,1787,0,-1,     RECORD               SGDLD151-MAPWORK                         VER     1 D  PREFIX W086-,SGDLD151-MAPWORK,PREFIX,W086-
94414,5,1788,0,-1,     RECORD               SGDLD201-MAPWORK                         VER     1 D  PREFIX W182-,SGDLD201-MAPWORK,PREFIX,W182-
94463,5,1789,0,-1,     RECORD               SGDLD211-MAPWORK                         VER     1 D  PREFIX W162-,SGDLD211-MAPWORK,PREFIX,W162-
94489,5,1790,0,-1,     RECORD               SGDLD221-MAPWORK-MFH                     VER     1 D  PREFIX W165-,SGDLD221-MAPWORK-MFH,PREFIX,W165-
94562,5,1791,0,-1,     RECORD               SGDLD231-MAPWORK-MFH                     VER     1 D  PREFIX W164-,SGDLD231-MAPWORK-MFH,PREFIX,W164-
94606,5,1792,0,-1,     RECORD               SGDLD241-MAPWORK                         VER     1 D  PREFIX W163-,SGDLD241-MAPWORK,PREFIX,W163-
94637,5,1793,0,-1,     RECORD               SGDLD245-MAP-RCRD                        VER     1 D  PREFIX W245-,SGDLD245-MAP-RCRD,PREFIX,W245-
94683,5,1794,0,-1,     RECORD               SGDLD245-ST-TBL-RCRD                     VER     1 D  PREFIX W245-,SGDLD245-ST-TBL-RCRD,PREFIX,W245-
94711,5,1795,0,-1,     RECORD               SGDLD251-MAPWORK                         VER     1 D  PREFIX W170-,SGDLD251-MAPWORK,PREFIX,W170-
94753,5,1796,0,-1,     RECORD               SGDLD261-MAPWORK                         VER     1 D  PREFIX W168-,SGDLD261-MAPWORK,PREFIX,W168-
94806,5,1797,0,-1,     RECORD               SGDLD271-MAPWORK                         VER     1 D  PREFIX W166-,SGDLD271-MAPWORK,PREFIX,W166-
94848,5,1798,0,-1,     RECORD               SGDLD281-MAPWORK                         VER     1 D  PREFIX W169-,SGDLD281-MAPWORK,PREFIX,W169-
94874,5,1799,0,-1,     RECORD               SGDLD291-MAPWORK                         VER     1 D  PREFIX W176-,SGDLD291-MAPWORK,PREFIX,W176-
94900,5,1800,0,-1,     RECORD               SGDLD301-MAPWORK                         VER     1 D  PREFIX W175-,SGDLD301-MAPWORK,PREFIX,W175-
94926,5,1801,0,-1,     RECORD               SGDLD311-MAPWORK                         VER     1 D  PREFIX W179-,SGDLD311-MAPWORK,PREFIX,W179-
94958,5,1802,0,-1,     RECORD               SGDLD321-MAPWORK                         VER     1 D  PREFIX W174-,SGDLD321-MAPWORK,PREFIX,W174-
95009,5,1803,0,-1,     RECORD               SGDLD331-MAPWORK                         VER     1 D  PREFIX W178-,SGDLD331-MAPWORK,PREFIX,W178-
95024,5,1804,0,-1,     RECORD               SGDLD339-MAP-RCRD                        VER     1 D,SGDLD339-MAP-RCRD,,
95031,5,1805,0,-1,     RECORD               SGDLD339-WORK-RCRD                       VER     1 D  PREFIX WK-339-,SGDLD339-WORK-RCRD,PREFIX,WK-339-
95068,5,1806,0,-1,     RECORD               SGDLD339-2ND-WORK-RCRD                   VER     1 D  PREFIX W099-,SGDLD339-2ND-WORK-RCRD,PREFIX,W099-
95078,5,1807,0,-1,     RECORD               SGDLD341-MAPWORK                         VER     1 D  PREFIX W177-,SGDLD341-MAPWORK,PREFIX,W177-
95120,5,1808,0,-1,     RECORD               SGDLD351-MAPWORK                         VER     1 D  PREFIX W180-,SGDLD351-MAPWORK,PREFIX,W180-
95131,5,1809,0,-1,     RECORD               SGDLD352-MAPWORK                         VER     1 D  PREFIX W352-,SGDLD352-MAPWORK,PREFIX,W352-
95158,5,1810,0,-1,     RECORD               SGDLD361-MAPWORK                         VER     1 D  PREFIX W197-,SGDLD361-MAPWORK,PREFIX,W197-
95187,5,1811,0,-1,     RECORD               SGDLD364-ACQPHIST-TABLE                  VER     1 D,SGDLD364-ACQPHIST-TABLE,,
95247,5,1812,0,-1,     RECORD               SGDLD364-ACQPROP-TABLE                   VER     1 D,SGDLD364-ACQPROP-TABLE,,
95307,5,1813,0,-1,     RECORD               SGDLD364-ALOTDSCP-TABLE                  VER     1 D,SGDLD364-ALOTDSCP-TABLE,,
95333,5,1814,0,-1,     RECORD               SGDLD364-ALOTMT-TABLE                    VER     1 D,SGDLD364-ALOTMT-TABLE,,
95749,5,1815,0,-1,     RECORD               SGDLD364-APPLCNT-TABLE                   VER     1 D,SGDLD364-APPLCNT-TABLE,,
95807,5,1816,0,-1,     RECORD               SGDLD364-APRTNMT-TABLE                   VER     1 D,SGDLD364-APRTNMT-TABLE,,
95833,5,1817,0,-1,     RECORD               SGDLD364-BORRDSCP-TABLE                  VER     1 D,SGDLD364-BORRDSCP-TABLE,,
95845,5,1818,0,-1,     RECORD               SGDLD364-BORROWER-TABLE                  VER     1 D,SGDLD364-BORROWER-TABLE,,
95896,5,1819,0,-1,     RECORD               SGDLD364-CASHPYMT-TABLE                  VER     1 D,SGDLD364-CASHPYMT-TABLE,,
95918,5,1820,0,-1,     RECORD               SGDLD364-CIHIST-TABLE                    VER     1 D,SGDLD364-CIHIST-TABLE,,
95983,5,1821,0,-1,     RECORD               SGDLD364-CNTRL-TABLE                     VER     4 D,SGDLD364-CNTRL-TABLE,,
96010,5,1822,0,-1,     RECORD               SGDLD364-CNTRL2-TABLE                    VER     4 D,SGDLD364-CNTRL2-TABLE,,
96034,5,1823,0,-1,     RECORD               SGDLD364-CSTITEM-TABLE                   VER     1 D,SGDLD364-CSTITEM-TABLE,,
96099,5,1824,0,-1,     RECORD               SGDLD364-CSTOBLGN-TABLE                  VER     1 D,SGDLD364-CSTOBLGN-TABLE,,
96168,5,1825,0,-1,     RECORD               SGDLD364-CSTOBLGN-TABLE                  VER     2 D,SGDLD364-CSTOBLGN-TABLE,,
96238,5,1826,0,-1,     RECORD               SGDLD364-CSTPROJ-TABLE                   VER     1 D,SGDLD364-CSTPROJ-TABLE,,
96517,5,1827,0,-1,     RECORD               SGDLD364-DFRBORR-TABLE                   VER     1 D,SGDLD364-DFRBORR-TABLE,,
96523,5,1828,0,-1,     RECORD               SGDLD364-DFRLNHST-TABLE                  VER     1 D,SGDLD364-DFRLNHST-TABLE,,
96564,5,1829,0,-1,     RECORD               SGDLD364-DFRLOAN-TABLE                   VER     1 D,SGDLD364-DFRLOAN-TABLE,,
96603,5,1830,0,-1,     RECORD               SGDLD364-DFRPROJ-TABLE                   VER     1 D,SGDLD364-DFRPROJ-TABLE,,
96613,5,1831,0,-1,     RECORD               SGDLD364-DFRPYMT-TABLE                   VER     1 D,SGDLD364-DFRPYMT-TABLE,,
96634,5,1832,0,-1,     RECORD               SGDLD364-GENERIC-TABLE                   VER     1 D,SGDLD364-GENERIC-TABLE,,
96641,5,1833,0,-1,     RECORD               SGDLD364-GLTRANS-TABLE                   VER     1 D,SGDLD364-GLTRANS-TABLE,,
96871,5,1834,0,-1,     RECORD               SGDLD364-INSTLMT-TABLE                   VER     1 D,SGDLD364-INSTLMT-TABLE,,
96895,5,1835,0,-1,     RECORD               SGDLD364-IPTDSCP-TABLE                   VER     1 D,SGDLD364-IPTDSCP-TABLE,,
98015,5,1836,0,-1,     RECORD               SGDLD364-LNSHIST-TABLE                   VER     1 D,SGDLD364-LNSHIST-TABLE,,
98121,5,1837,0,-1,     RECORD               SGDLD364-LNVHIST-TABLE                   VER     1 D,SGDLD364-LNVHIST-TABLE,,
98193,5,1838,0,-1,     RECORD               SGDLD364-LOANADV-TABLE                   VER     1 D,SGDLD364-LOANADV-TABLE,,
98227,5,1839,0,-1,     RECORD               SGDLD364-LOANSTC-TABLE                   VER     1 D,SGDLD364-LOANSTC-TABLE,,
98333,5,1840,0,-1,     RECORD               SGDLD364-LOANVRB-TABLE                   VER     1 D,SGDLD364-LOANVRB-TABLE,,
98405,5,1841,0,-1,     RECORD               SGDLD364-MANAGNT-TABLE                   VER     1 D,SGDLD364-MANAGNT-TABLE,,
98431,5,1842,0,-1,     RECORD               SGDLD364-MAX-VALUES                      VER     1 D,SGDLD364-MAX-VALUES,,
98513,5,1843,0,-1,     RECORD               SGDLD364-MAX-VALUES                      VER     2 D,SGDLD364-MAX-VALUES,,
98593,5,1844,0,-1,     RECORD               SGDLD364-MAX-VALUES                      VER     4 D,SGDLD364-MAX-VALUES,,
98687,5,1845,0,-1,     RECORD               SGDLD364-OBLIGN-TABLE                    VER     1 D,SGDLD364-OBLIGN-TABLE,,
98746,5,1846,0,-1,     RECORD               SGDLD364-PILOAN-TABLE                    VER     1 D,SGDLD364-PILOAN-TABLE,,
98784,5,1847,0,-1,     RECORD               SGDLD364-PREAPLN-TABLE                   VER     1 D,SGDLD364-PREAPLN-TABLE,,
98864,5,1848,0,-1,     RECORD               SGDLD364-PREAPPRJ-TABLE                  VER     1 D,SGDLD364-PREAPPRJ-TABLE,,
98936,5,1849,0,-1,     RECORD               SGDLD364-PREPAY-TABLE                    VER     1 D,SGDLD364-PREPAY-TABLE,,
99000,5,1850,0,-1,     RECORD               SGDLD364-PROJECT-TABLE                   VER     1 D,SGDLD364-PROJECT-TABLE,,
99297,5,1851,0,-1,     RECORD               SGDLD364-PROJECT-TABLE                   VER     2 D,SGDLD364-PROJECT-TABLE,,
99591,5,1852,0,-1,     RECORD               SGDLD364-PROJHIST-TABLE                  VER     1 D,SGDLD364-PROJHIST-TABLE,,
99685,5,1853,0,-1,     RECORD               SGDLD364-PROJVRB-TABLE                   VER     1 D,SGDLD364-PROJVRB-TABLE,,
99779,5,1854,0,-1,     RECORD               SGDLD364-RAOBLGN-TABLE                   VER     1 D,SGDLD364-RAOBLGN-TABLE,,
99831,5,1855,0,-1,     RECORD               SGDLD364-RAOHIST-TABLE                   VER     1 D,SGDLD364-RAOHIST-TABLE,,
99883,5,1856,0,-1,     RECORD               SGDLD364-RECORD-SWITCHES-VALUES          VER     1 D,SGDLD364-RECORD-SWITCHES-VALUES,,
99890,5,1857,0,-1,     RECORD               SGDLD364-RECORD-TABLE                    VER     1 D,SGDLD364-RECORD-TABLE,,
99897,5,1858,0,-1,     RECORD               SGDLD364-RECORD-TABLE-VALUES             VER     1 D,SGDLD364-RECORD-TABLE-VALUES,,
